model,girderName,radius,L,D,w_oh,ts,S,Nb,I,Kg,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
PG-9-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_300,PG-9,300,70,27.5,1,8.5,9,5,5406.69,320164.26,0.638,0.391,0.169,0.015,0.889,0.237,0.078,-0.001,4.21,0.716,0.411,0.185,0.037
PG-9-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_300,PG-9,300,70,27.5,2.166666667,8.5,9,5,5406.69,320164.26,0.678,0.392,0.158,0.005,0.98,0.176,0.069,-0.007,4.482,0.74,0.41,0.178,0.031
PG-9-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_300,PG-9,300,70,27.5,3.333333333,8.5,9,5,5406.69,320164.26,0.717,0.393,0.148,0,1.072,0.114,0.06,-0.013,4.754,0.765,0.41,0.171,0.025
PG-9-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_300,PG-9,300,70,27.5,4.5,8.5,9,5,5406.69,320164.26,0.754,0.395,0.139,0,1.165,0.051,0.051,-0.021,5.026,0.793,0.412,0.165,0.019
PG-9-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_300,PG-9,300,70,27.5,1,8.5,12,5,5406.69,320164.26,0.729,0.388,0.126,0,0.94,0.216,0.04,-0.025,5.61,0.808,0.397,0.137,0.01
PG-9-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_300,PG-9,300,70,27.5,2.666666667,8.5,12,5,5406.69,320164.26,0.787,0.381,0.108,0,1.054,0.134,0.028,-0.034,5.999,0.848,0.39,0.125,0.003
PG-9-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_300,PG-9,300,70,27.5,4.333333333,8.5,12,5,5406.69,320164.26,0.842,0.375,0.09,0,1.169,0.051,0.016,-0.044,6.388,0.892,0.385,0.112,0
PG-9-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_300,PG-9,300,70,27.5,6,8.5,12,5,5406.69,320164.26,0.897,0.369,0.072,0,1.284,-0.033,0.004,-0.055,6.776,0.939,0.382,0.101,0
PG-10-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_300,PG-10,300,70,30.75,1,8.5,6,5,8311.41,415113,0.561,0.383,0.198,0.038,0.847,0.262,0.111,0.029,2.81,0.534,0.349,0.19,0.06
PG-10-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_300,PG-10,300,70,30.75,1.666666667,8.5,6,5,8311.41,415113,0.586,0.387,0.194,0.03,0.911,0.225,0.104,0.027,2.965,0.543,0.35,0.188,0.056
PG-10-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_300,PG-10,300,70,30.75,2.333333333,8.5,6,5,8311.41,415113,0.611,0.39,0.19,0.023,0.974,0.188,0.097,0.025,3.121,0.553,0.351,0.185,0.053
PG-10-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_300,PG-10,300,70,30.75,3,8.5,6,5,8311.41,415113,0.635,0.394,0.186,0.015,1.038,0.151,0.09,0.023,3.276,0.563,0.353,0.183,0.05
PG-10-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_300,PG-10,300,70,30.75,1,8.5,9,5,8311.41,415113,0.662,0.393,0.159,0.005,0.892,0.24,0.072,-0.008,4.21,0.599,0.336,0.145,0.024
PG-10-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_300,PG-10,300,70,30.75,2.166666667,8.5,9,5,8311.41,415113,0.705,0.392,0.147,0,0.983,0.18,0.063,-0.015,4.482,0.62,0.334,0.138,0.019
PG-10-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_300,PG-10,300,70,30.75,3.333333333,8.5,9,5,8311.41,415113,0.747,0.392,0.136,0,1.074,0.119,0.053,-0.023,4.754,0.643,0.333,0.132,0.014
PG-10-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_300,PG-10,300,70,30.75,4.5,8.5,9,5,8311.41,415113,0.787,0.393,0.125,0,1.167,0.057,0.044,-0.031,5.026,0.667,0.334,0.126,0.009
PG-10-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_300,PG-10,300,70,30.75,1,8.5,12,5,8311.41,415113,0.756,0.385,0.113,0,0.945,0.216,0.033,-0.029,5.61,0.675,0.32,0.103,0.003
PG-10-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_300,PG-10,300,70,30.75,2.666666667,8.5,12,5,8311.41,415113,0.819,0.374,0.092,0,1.059,0.134,0.02,-0.039,5.999,0.711,0.313,0.092,0
PG-10-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_300,PG-10,300,70,30.75,4.333333333,8.5,12,5,8311.41,415113,0.879,0.365,0.072,0,1.174,0.052,0.007,-0.05,6.388,0.75,0.307,0.081,0
PG-10-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_300,PG-10,300,70,30.75,6,8.5,12,5,8311.41,415113,0.938,0.357,0.053,0,1.289,-0.031,-0.005,-0.061,6.776,0.792,0.303,0.07,0
PG-11-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_300,PG-11,300,70,33.375,1,8.5,6,5,7090.12,384307.33,0.57,0.387,0.199,0.035,0.838,0.277,0.114,0.023,2.81,0.566,0.371,0.202,0.061
PG-11-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_300,PG-11,300,70,33.375,1.666666667,8.5,6,5,7090.12,384307.33,0.594,0.39,0.196,0.027,0.901,0.241,0.108,0.022,2.965,0.576,0.372,0.2,0.058
PG-11-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_300,PG-11,300,70,33.375,2.333333333,8.5,6,5,7090.12,384307.33,0.618,0.394,0.192,0.02,0.963,0.205,0.101,0.021,3.121,0.587,0.374,0.197,0.055
PG-11-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_300,PG-11,300,70,33.375,3,8.5,6,5,7090.12,384307.33,0.642,0.398,0.189,0.012,1.027,0.168,0.095,0.019,3.276,0.598,0.376,0.196,0.051
PG-11-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_300,PG-11,300,70,33.375,1,8.5,9,5,7090.12,384307.33,0.663,0.395,0.164,0.006,0.883,0.251,0.078,-0.007,4.21,0.629,0.356,0.156,0.027
PG-11-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_300,PG-11,300,70,33.375,2.166666667,8.5,9,5,7090.12,384307.33,0.704,0.395,0.153,0,0.972,0.191,0.069,-0.014,4.482,0.652,0.355,0.15,0.021
PG-11-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_300,PG-11,300,70,33.375,3.333333333,8.5,9,5,7090.12,384307.33,0.744,0.396,0.142,0,1.063,0.131,0.061,-0.021,4.754,0.677,0.355,0.144,0.016
PG-11-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_300,PG-11,300,70,33.375,4.5,8.5,9,5,7090.12,384307.33,0.783,0.397,0.132,0,1.154,0.071,0.052,-0.029,5.026,0.703,0.357,0.138,0.011
PG-11-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_300,PG-11,300,70,33.375,1,8.5,12,5,7090.12,384307.33,0.753,0.387,0.119,0,0.936,0.224,0.039,-0.027,5.61,0.709,0.341,0.114,0.005
PG-11-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_300,PG-11,300,70,33.375,2.666666667,8.5,12,5,7090.12,384307.33,0.812,0.378,0.1,0,1.049,0.144,0.028,-0.037,5.999,0.747,0.334,0.102,0
PG-11-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_300,PG-11,300,70,33.375,4.333333333,8.5,12,5,7090.12,384307.33,0.87,0.371,0.081,0,1.162,0.062,0.016,-0.047,6.388,0.788,0.329,0.092,0
PG-11-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_300,PG-11,300,70,33.375,6,8.5,12,5,7090.12,384307.33,0.928,0.364,0.063,0,1.277,-0.02,0.005,-0.058,6.776,0.832,0.326,0.081,0
PG-12-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_300,PG-12,300,70,35.75,1,8.5,6,5,7955.9,408874.93,0.577,0.389,0.199,0.031,0.835,0.283,0.114,0.019,2.81,0.539,0.352,0.191,0.056
PG-12-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_300,PG-12,300,70,35.75,1.666666667,8.5,6,5,7955.9,408874.93,0.602,0.393,0.195,0.024,0.897,0.248,0.108,0.018,2.965,0.548,0.353,0.188,0.053
PG-12-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_300,PG-12,300,70,35.75,2.333333333,8.5,6,5,7955.9,408874.93,0.626,0.397,0.192,0.016,0.959,0.212,0.101,0.016,3.121,0.559,0.355,0.186,0.05
PG-12-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_300,PG-12,300,70,35.75,3,8.5,6,5,7955.9,408874.93,0.649,0.401,0.188,0.009,1.022,0.177,0.095,0.014,3.276,0.57,0.357,0.185,0.047
PG-12-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_300,PG-12,300,70,35.75,1,8.5,9,5,7955.9,408874.93,0.669,0.396,0.163,0.004,0.88,0.254,0.079,-0.009,4.21,0.598,0.337,0.147,0.024
PG-12-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_300,PG-12,300,70,35.75,2.166666667,8.5,9,5,7955.9,408874.93,0.711,0.396,0.152,0,0.969,0.196,0.07,-0.015,4.482,0.62,0.336,0.141,0.019
PG-12-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_300,PG-12,300,70,35.75,3.333333333,8.5,9,5,7955.9,408874.93,0.751,0.397,0.142,0,1.059,0.137,0.061,-0.023,4.754,0.644,0.337,0.135,0.014
PG-12-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_300,PG-12,300,70,35.75,4.5,8.5,9,5,7955.9,408874.93,0.79,0.398,0.131,0,1.15,0.077,0.053,-0.03,5.026,0.669,0.338,0.13,0.009
PG-12-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_300,PG-12,300,70,35.75,1,8.5,12,5,7955.9,408874.93,0.758,0.387,0.118,0,0.934,0.227,0.04,-0.028,5.61,0.673,0.322,0.107,0.004
PG-12-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_300,PG-12,300,70,35.75,2.666666667,8.5,12,5,7955.9,408874.93,0.819,0.378,0.099,0,1.046,0.147,0.029,-0.038,5.999,0.71,0.316,0.096,0
PG-12-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_300,PG-12,300,70,35.75,4.333333333,8.5,12,5,7955.9,408874.93,0.877,0.37,0.08,0,1.159,0.067,0.017,-0.048,6.388,0.75,0.311,0.086,0
PG-12-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_300,PG-12,300,70,35.75,6,8.5,12,5,7955.9,408874.93,0.935,0.363,0.062,0,1.273,-0.014,0.006,-0.059,6.776,0.792,0.308,0.076,0
PG-13-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_300,PG-13,300,70,38.25,1,8.5,6,5,9284.98,469185.46,0.59,0.394,0.197,0.025,0.833,0.29,0.113,0.013,2.81,0.489,0.317,0.169,0.047
PG-13-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_300,PG-13,300,70,38.25,1.666666667,8.5,6,5,9284.98,469185.46,0.616,0.397,0.193,0.017,0.894,0.255,0.106,0.011,2.965,0.499,0.318,0.167,0.044
PG-13-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_300,PG-13,300,70,38.25,2.333333333,8.5,6,5,9284.98,469185.46,0.642,0.401,0.189,0.009,0.956,0.221,0.099,0.008,3.121,0.509,0.32,0.165,0.041
PG-13-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_300,PG-13,300,70,38.25,3,8.5,6,5,9284.98,469185.46,0.666,0.405,0.185,0.002,1.018,0.186,0.093,0.006,3.276,0.519,0.322,0.163,0.038
PG-13-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_300,PG-13,300,70,38.25,1,8.5,9,5,9284.98,469185.46,0.682,0.397,0.158,0,0.88,0.258,0.076,-0.012,4.21,0.541,0.301,0.128,0.019
PG-13-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_300,PG-13,300,70,38.25,2.166666667,8.5,9,5,9284.98,469185.46,0.726,0.396,0.147,0,0.969,0.2,0.067,-0.02,4.482,0.562,0.3,0.123,0.014
PG-13-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_300,PG-13,300,70,38.25,3.333333333,8.5,9,5,9284.98,469185.46,0.768,0.396,0.136,0,1.059,0.142,0.059,-0.027,4.754,0.585,0.3,0.117,0.009
PG-13-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_300,PG-13,300,70,38.25,4.5,8.5,9,5,9284.98,469185.46,0.809,0.397,0.125,0,1.149,0.083,0.05,-0.036,5.026,0.609,0.301,0.112,0.005
PG-13-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_300,PG-13,300,70,38.25,1,8.5,12,5,9284.98,469185.46,0.773,0.385,0.111,0,0.935,0.228,0.037,-0.03,5.61,0.609,0.286,0.091,0.001
PG-13-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_300,PG-13,300,70,38.25,2.666666667,8.5,12,5,9284.98,469185.46,0.836,0.374,0.091,0,1.047,0.149,0.026,-0.04,5.999,0.644,0.28,0.081,0
PG-13-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_300,PG-13,300,70,38.25,4.333333333,8.5,12,5,9284.98,469185.46,0.897,0.364,0.072,0,1.16,0.069,0.014,-0.05,6.388,0.681,0.275,0.072,0
PG-13-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_300,PG-13,300,70,38.25,6,8.5,12,5,9284.98,469185.46,0.958,0.356,0.052,0,1.274,-0.012,0.003,-0.062,6.776,0.721,0.271,0.063,0
PG-14-L_80-Nb_5-S_60-O_10-ts_85-sk_0-R_300,PG-14,300,80,26.25,1,8.5,6,5,7081.88,387626.28,0.526,0.383,0.217,0.056,0.845,0.264,0.132,0.051,3.211,0.998,0.685,0.403,0.155
PG-14-L_80-Nb_5-S_60-O_16-ts_85-sk_0-R_300,PG-14,300,80,26.25,1.666666667,8.5,6,5,7081.88,387626.28,0.547,0.388,0.215,0.05,0.906,0.228,0.126,0.054,3.389,1.008,0.685,0.399,0.15
PG-14-L_80-Nb_5-S_60-O_23-ts_85-sk_0-R_300,PG-14,300,80,26.25,2.333333333,8.5,6,5,7081.88,387626.28,0.567,0.394,0.213,0.044,0.967,0.192,0.121,0.056,3.567,1.019,0.687,0.396,0.146
PG-14-L_80-Nb_5-S_60-O_30-ts_85-sk_0-R_300,PG-14,300,80,26.25,3,8.5,6,5,7081.88,387626.28,0.587,0.399,0.211,0.037,1.028,0.157,0.116,0.058,3.745,1.033,0.69,0.394,0.141
PG-14-L_80-Nb_5-S_90-O_10-ts_85-sk_0-R_300,PG-14,300,80,26.25,1,8.5,9,5,7081.88,387626.28,0.613,0.405,0.193,0.025,0.873,0.256,0.1,0.011,4.811,1.09,0.664,0.328,0.082
PG-14-L_80-Nb_5-S_90-O_21-ts_85-sk_0-R_300,PG-14,300,80,26.25,2.166666667,8.5,9,5,7081.88,387626.28,0.649,0.409,0.185,0.015,0.958,0.2,0.092,0.007,5.122,1.118,0.664,0.319,0.075
PG-14-L_80-Nb_5-S_90-O_33-ts_85-sk_0-R_300,PG-14,300,80,26.25,3.333333333,8.5,9,5,7081.88,387626.28,0.682,0.414,0.178,0.005,1.044,0.144,0.085,0.003,5.433,1.149,0.666,0.311,0.068
PG-14-L_80-Nb_5-S_90-O_45-ts_85-sk_0-R_300,PG-14,300,80,26.25,4.5,8.5,9,5,7081.88,387626.28,0.715,0.42,0.171,0.001,1.13,0.088,0.078,-0.002,5.745,1.183,0.67,0.305,0.06
PG-14-L_80-Nb_5-S_120-O_10-ts_85-sk_0-R_300,PG-14,300,80,26.25,1,8.5,12,5,7081.88,387626.28,0.697,0.407,0.155,0.001,0.918,0.239,0.063,-0.017,6.411,1.208,0.645,0.258,0.037
PG-14-L_80-Nb_5-S_120-O_26-ts_85-sk_0-R_300,PG-14,300,80,26.25,2.666666667,8.5,12,5,7081.88,387626.28,0.748,0.406,0.14,0,1.024,0.166,0.053,-0.025,6.856,1.259,0.64,0.242,0.027
PG-14-L_80-Nb_5-S_120-O_43-ts_85-sk_0-R_300,PG-14,300,80,26.25,4.333333333,8.5,12,5,7081.88,387626.28,0.796,0.407,0.126,0,1.131,0.092,0.042,-0.035,7.3,1.314,0.638,0.228,0.017
PG-14-L_80-Nb_5-S_120-O_60-ts_85-sk_0-R_300,PG-14,300,80,26.25,6,8.5,12,5,7081.88,387626.28,0.844,0.408,0.111,0,1.24,0.017,0.032,-0.045,7.744,1.374,0.638,0.215,0.007
PG-15-L_80-Nb_5-S_60-O_10-ts_85-sk_0-R_300,PG-15,300,80,28.375,1,8.5,6,5,7174.97,411839.3,0.534,0.387,0.217,0.052,0.845,0.269,0.131,0.048,3.211,0.899,0.615,0.36,0.135
PG-15-L_80-Nb_5-S_60-O_16-ts_85-sk_0-R_300,PG-15,300,80,28.375,1.666666667,8.5,6,5,7174.97,411839.3,0.555,0.393,0.215,0.046,0.905,0.234,0.126,0.05,3.389,0.909,0.616,0.356,0.131
PG-15-L_80-Nb_5-S_60-O_23-ts_85-sk_0-R_300,PG-15,300,80,28.375,2.333333333,8.5,6,5,7174.97,411839.3,0.576,0.399,0.214,0.039,0.965,0.199,0.12,0.052,3.567,0.921,0.619,0.354,0.126
PG-15-L_80-Nb_5-S_60-O_30-ts_85-sk_0-R_300,PG-15,300,80,28.375,3,8.5,6,5,7174.97,411839.3,0.595,0.405,0.212,0.033,1.026,0.165,0.115,0.052,3.745,0.934,0.622,0.352,0.122
PG-15-L_80-Nb_5-S_90-O_10-ts_85-sk_0-R_300,PG-15,300,80,28.375,1,8.5,9,5,7174.97,411839.3,0.622,0.408,0.192,0.021,0.872,0.259,0.1,0.009,4.811,0.984,0.597,0.292,0.07
PG-15-L_80-Nb_5-S_90-O_21-ts_85-sk_0-R_300,PG-15,300,80,28.375,2.166666667,8.5,9,5,7174.97,411839.3,0.657,0.413,0.185,0.011,0.956,0.205,0.093,0.005,5.122,1.011,0.598,0.284,0.064
PG-15-L_80-Nb_5-S_90-O_33-ts_85-sk_0-R_300,PG-15,300,80,28.375,3.333333333,8.5,9,5,7174.97,411839.3,0.691,0.418,0.177,0.002,1.041,0.15,0.086,0,5.433,1.041,0.6,0.278,0.057
PG-15-L_80-Nb_5-S_90-O_45-ts_85-sk_0-R_300,PG-15,300,80,28.375,4.5,8.5,9,5,7174.97,411839.3,0.723,0.425,0.171,0,1.127,0.095,0.079,-0.005,5.745,1.074,0.604,0.272,0.05
PG-15-L_80-Nb_5-S_120-O_10-ts_85-sk_0-R_300,PG-15,300,80,28.375,1,8.5,12,5,7174.97,411839.3,0.706,0.409,0.154,0,0.917,0.242,0.064,-0.018,6.411,1.093,0.579,0.229,0.03
PG-15-L_80-Nb_5-S_120-O_26-ts_85-sk_0-R_300,PG-15,300,80,28.375,2.666666667,8.5,12,5,7174.97,411839.3,0.757,0.408,0.138,0,1.022,0.17,0.053,-0.027,6.856,1.141,0.575,0.215,0.021
PG-15-L_80-Nb_5-S_120-O_43-ts_85-sk_0-R_300,PG-15,300,80,28.375,4.333333333,8.5,12,5,7174.97,411839.3,0.806,0.409,0.124,0,1.128,0.097,0.043,-0.036,7.3,1.193,0.574,0.202,0.012
PG-15-L_80-Nb_5-S_120-O_60-ts_85-sk_0-R_300,PG-15,300,80,28.375,6,8.5,12,5,7174.97,411839.3,0.854,0.411,0.109,0,1.235,0.024,0.033,-0.047,7.744,1.249,0.574,0.19,0.002
PG-16-L_80-Nb_5-S_60-O_10-ts_85-sk_0-R_300,PG-16,300,80,30.875,1,8.5,6,5,8683.9,448402.68,0.541,0.39,0.217,0.049,0.843,0.274,0.131,0.044,3.211,0.829,0.565,0.328,0.12
PG-16-L_80-Nb_5-S_60-O_16-ts_85-sk_0-R_300,PG-16,300,80,30.875,1.666666667,8.5,6,5,8683.9,448402.68,0.562,0.396,0.215,0.043,0.903,0.24,0.125,0.046,3.389,0.839,0.567,0.326,0.116
PG-16-L_80-Nb_5-S_60-O_23-ts_85-sk_0-R_300,PG-16,300,80,30.875,2.333333333,8.5,6,5,8683.9,448402.68,0.582,0.403,0.214,0.036,0.962,0.206,0.12,0.046,3.567,0.851,0.57,0.324,0.112
PG-16-L_80-Nb_5-S_60-O_30-ts_85-sk_0-R_300,PG-16,300,80,30.875,3,8.5,6,5,8683.9,448402.68,0.602,0.409,0.212,0.029,1.022,0.173,0.115,0.047,3.745,0.864,0.573,0.322,0.109
PG-16-L_80-Nb_5-S_90-O_10-ts_85-sk_0-R_300,PG-16,300,80,30.875,1,8.5,9,5,8683.9,448402.68,0.628,0.41,0.192,0.018,0.87,0.262,0.101,0.008,4.811,0.907,0.549,0.266,0.062
PG-16-L_80-Nb_5-S_90-O_21-ts_85-sk_0-R_300,PG-16,300,80,30.875,2.166666667,8.5,9,5,8683.9,448402.68,0.663,0.416,0.184,0.008,0.954,0.209,0.094,0.003,5.122,0.933,0.549,0.26,0.056
PG-16-L_80-Nb_5-S_90-O_33-ts_85-sk_0-R_300,PG-16,300,80,30.875,3.333333333,8.5,9,5,8683.9,448402.68,0.697,0.422,0.177,0.001,1.038,0.156,0.086,-0.002,5.433,0.962,0.552,0.253,0.049
PG-16-L_80-Nb_5-S_90-O_45-ts_85-sk_0-R_300,PG-16,300,80,30.875,4.5,8.5,9,5,8683.9,448402.68,0.73,0.428,0.17,0,1.122,0.102,0.079,-0.008,5.745,0.993,0.556,0.248,0.042
PG-16-L_80-Nb_5-S_120-O_10-ts_85-sk_0-R_300,PG-16,300,80,30.875,1,8.5,12,5,8683.9,448402.68,0.712,0.41,0.152,0,0.915,0.244,0.065,-0.019,6.411,1.008,0.531,0.208,0.025
PG-16-L_80-Nb_5-S_120-O_26-ts_85-sk_0-R_300,PG-16,300,80,30.875,2.666666667,8.5,12,5,8683.9,448402.68,0.764,0.41,0.137,0,1.019,0.174,0.054,-0.028,6.856,1.054,0.528,0.195,0.017
PG-16-L_80-Nb_5-S_120-O_43-ts_85-sk_0-R_300,PG-16,300,80,30.875,4.333333333,8.5,12,5,8683.9,448402.68,0.814,0.411,0.122,0,1.124,0.103,0.044,-0.038,7.3,1.104,0.526,0.183,0.008
PG-16-L_80-Nb_5-S_120-O_60-ts_85-sk_0-R_300,PG-16,300,80,30.875,6,8.5,12,5,8683.9,448402.68,0.862,0.412,0.107,0,1.23,0.031,0.034,-0.048,7.744,1.157,0.527,0.172,0
PG-17-L_80-Nb_5-S_60-O_10-ts_85-sk_0-R_300,PG-17,300,80,33.75,1,8.5,6,5,8010.47,477636.48,0.564,0.402,0.218,0.038,0.833,0.293,0.132,0.03,3.211,0.805,0.545,0.31,0.105
